appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,label
239800,Bleed,2013-07-03,1,Ian Campbell,Ian Campbell,windows;mac;linux,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,32,1635,120,132,171,100000-200000,3.99,0
239820,Game Dev Tycoon,2013-08-29,1,Greenheart Games,Greenheart Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Casual;Indie;Simulation;Strategy,Simulation;Management;Indie,35,27373,1436,807,492,1000000-2000000,6.99,0
239840,Dead State: Reanimated,2014-12-04,1,DoubleBear Productions,DoubleBear Productions,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG;Strategy,Zombies;Survival;RPG,12,1405,526,1264,1264,50000-100000,14.99,0
240440,Quadrilateral Cowboy,2016-07-25,1,Blendo Games,Blendo Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Stats;Commentary available,Action;Adventure;Indie,Indie;Adventure;Cyberpunk,10,468,50,316,316,50000-100000,14.99,0
240620,Wanderlust Adventures,2015-08-10,1,Yeti Trunk,Chucklefish,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Adventure;Indie;RPG,37,137,86,201,201,20000-50000,6.99,0
240760,Wasteland 2: Director's Cut,2014-09-18,1,inXile Entertainment,inXile Entertainment,windows;mac;linux,18,Single-player;Steam Achievements;Captions available;Partial Controller Support;Steam Cloud,Adventure;Indie;RPG;Strategy,RPG;Post-apocalyptic;Turn-Based,46,6221,1309,564,624,500000-1000000,23.79,0
240970,Half Minute Hero: The Second Coming,2014-04-04,1,Opus,Marvelous,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie;RPG,RPG;Indie;JRPG,32,425,33,637,637,50000-100000,6.99,0
241000,Jon Shafer's At the Gates,2019-01-23,1,Conifer Games,Conifer Games,windows;mac;linux,0,Single-player,Indie;Strategy,Strategy;Indie;4X,0,148,139,0,0,0-20000,24.99,0
241240,Contraption Maker,2014-07-07,1,Game Dev Castle,Top Meadow,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Includes level editor,Casual;Indie;Simulation,Puzzle;Physics;Indie,22,959,92,102,150,200000-500000,7.19,0
241300,Card City Nights 2,2017-09-01,1,Ludosity,Ludosity,windows;mac;linux,0,Single-player;Online Multi-Player;Steam Trading Cards,Adventure;Indie;Strategy,Adventure;Indie;Strategy,11,62,8,444,444,0-20000,5.79,0
241320,Ittle Dew,2013-07-23,1,Ludosity,Ludosity,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Adventure;Indie,Adventure;Puzzle;Indie,15,940,69,266,378,100000-200000,7.19,0
241410,CastleStorm,2013-07-29,1,Zen Studios,Zen Studios,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Strategy;Action;Indie,46,1104,129,950,1522,100000-200000,6.99,0
241600,Rogue Legacy,2013-06-27,1,Cellar Door Games,Cellar Door Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Rogue-like;Platformer;Indie,29,13854,936,769,644,1000000-2000000,10.99,0
241620,Inquisitor,2013-08-01,1,CINEMAX, s.r.o.,CINEMAX, s.r.o.,windows,18,Single-player;Steam Trading Cards,Violent;Gore;Indie;RPG,RPG;Indie;Isometric,0,330,164,0,0,100000-200000,6.99,0
241720,Guncraft,2013-08-09,1,Exato Games Studio,Reverb Triple XP,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie,Action;Indie;FPS,81,607,636,103,178,100000-200000,10.99,0
241760,Kill to Collect,2016-04-06,1,Pieces Interactive,HandyGames;Pieces Interactive,windows,16,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Action;Indie;Cyberpunk,57,120,40,0,0,0-20000,6.99,0
241910,Goodbye Deponia,2013-10-17,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Point & Click;Comedy,50,1324,163,239,249,200000-500000,16.99,0
242110,Joe Danger 2: The Movie,2013-06-24,1,Hello Games,Hello Games,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Casual;Indie;Racing,Racing;Indie;Action,38,199,149,391,424,200000-500000,9.99,0
242130,Vector Thrust,2015-07-02,1,TimeSymmetry,Iceberg Interactive,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Includes level editor,Action;Indie;Simulation,Action;Simulation;Flight,129,319,283,0,0,50000-100000,18.99,0
242570,Space Hulk,2013-08-15,1,Full Control Studios,Full Control,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Indie;Strategy,Warhammer 40K;Strategy;Turn-Based,28,1292,556,87,87,200000-500000,18.99,0
242680,Nuclear Throne,2015-12-05,1,Vlambeer,Vlambeer,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;RPG,Rogue-like;Indie;Action,44,9694,405,682,491,500000-1000000,9.29,0
242720,GunZ 2: The Second Duel,2014-05-01,1,Masangsoft, Inc.,Masangsoft, Inc.,windows,0,Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Captions available,Action;Free to Play;Indie,Free to Play;Action;Multiplayer,183,6865,3424,450,254,2000000-5000000,0.0,0
242760,The Forest,2018-04-30,1,Endnight Games Ltd,Endnight Games Ltd,windows,18,Single-player;Multi-player;Co-op;Partial Controller Support;Steam Cloud,Action;Adventure;Indie;Simulation,Survival;Open World;Horror,45,110460,8881,2417,1127,2000000-5000000,15.49,0
242780,Cognition: An Erica Reed Thriller,2013-09-19,1,Phoenix Online Studios,Phoenix Online Publishing,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie,Point & Click;Adventure;Female Protagonist,59,503,101,111,111,50000-100000,10.99,0
242820,140,2013-10-16,1,Carlsen Games,Carlsen Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Platformer;Indie;Rhythm,8,3398,241,205,274,200000-500000,3.99,0
242840,In Verbis Virtus,2015-04-03,1,Indomitus Games,Indomitus Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Action;Adventure;Indie;RPG,Adventure;Magic;Action,34,1102,266,286,286,50000-100000,14.99,0
242860,Verdun,2015-04-28,1,M2H;Blackmill Games,M2H,windows;mac;linux,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,World War I;FPS;Multiplayer,58,22048,4418,3846,5410,1000000-2000000,15.49,0
242880,Sir, You Are Being Hunted,2014-05-02,1,Big Robot Ltd,Big Robot Ltd,windows;mac;linux,0,Single-player;Multi-player;Steam Trading Cards;Partial Controller Support;Stats,Action;Indie,Survival;Stealth;Robots,0,2760,743,98,120,500000-1000000,14.99,0
242920,Banished,2014-02-18,1,Shining Rock Software LLC,Shining Rock Software LLC,windows,0,Single-player;Steam Achievements,Indie;Simulation;Strategy,City Builder;Strategy;Simulation,36,24653,2820,1209,825,1000000-2000000,14.99,0
243120,Betrayer,2014-03-24,1,Blackpowder Games,Blackpowder Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Horror;Adventure;First-Person,21,2601,578,112,123,200000-500000,3.99,0
243160,Mushroom 11,2015-10-15,1,Untame,Untame,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,Indie;Adventure;Action,35,436,88,373,455,100000-200000,10.99,0
243200,Memoria,2013-08-29,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Point & Click;Fantasy,31,1352,136,168,250,200000-500000,26.99,0
243220,FRACT OSC,2014-04-22,1,Phosfiend Systems,Phosfiend Systems,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Indie,Music;Indie;Puzzle,18,448,72,0,0,20000-50000,10.99,0
243280,Poöf,2013-11-08,1,Arkedo,Neko Entertainment,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie;Strategy,Action;Indie;Strategy,38,155,42,217,217,20000-50000,4.99,0
243970,Invisible, Inc.,2015-05-12,1,Klei Entertainment,Klei Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Stealth;Turn-Based Strategy;Cyberpunk,23,3559,271,325,405,500000-1000000,14.99,0
244210,Assetto Corsa,2014-12-19,1,Kunos Simulazioni,Kunos Simulazioni,windows,0,Single-player;Online Multi-Player;Steam Achievements;Partial Controller Support;Steam Leaderboards;Includes level editor,Indie;Racing;Simulation;Sports,Racing;Simulation;Driving,709,15277,2337,3107,5267,500000-1000000,15.49,0
244410,Supreme Ruler 1936,2014-05-09,1,BattleGoat Studios,BattleGoat Studios,windows,0,Single-player;Multi-player;Steam Trading Cards,Indie;Simulation;Strategy,Strategy;Indie;Grand Strategy,0,169,61,0,0,20000-50000,9.99,0
244430,realMyst: Masterpiece Edition,2014-02-05,1,Cyan Worlds,Cyan Worlds ,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Puzzle;Exploration,34,521,102,0,0,100000-200000,12.99,0
244590,Epigenesis,2014-08-01,1,Dead Shark Triplepunch,Dead Shark Triplepunch,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Sports,Action;Sports;Indie,11,807,418,139,158,200000-500000,0.0,0
244690,Face Noir,2013-10-17,1,Mad Orange,Phoenix Online Publishing,windows,0,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Point & Click;Noir,0,158,75,81,81,50000-100000,6.99,0
244710,Shelter,2013-08-28,1,Might and Delight,Might and Delight,windows;mac,0,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Adventure;Cute,0,2774,479,77,87,200000-500000,6.99,0
244730,Divekick,2013-08-20,1,Iron Galaxy,Iron Galaxy,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Fighting;Indie;2D Fighter,14,1418,268,238,272,200000-500000,3.99,0
244750,Aztez,2017-08-01,1,Team Colorblind,Team Colorblind,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Action;Indie;Strategy,40,91,19,0,0,0-20000,14.99,0
244770,StarMade,2014-12-04,1,Schine, GmbH,Schine, GmbH,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Partial Controller Support;Stats,Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Space;Sandbox,0,1852,772,2957,2998,200000-500000,10.99,0
244810,Foul Play,2013-09-18,1,Mediatonic;The Irregular Corporation,Devolver Digital,windows;mac;linux,0,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie,Beat 'em up;Action;Indie,30,493,107,0,0,50000-100000,9.99,0
244850,Space Engineers,2019-02-28,1,Keen Software House,Keen Software House,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Action;Indie;Simulation;Strategy,Space;Sandbox;Building,27,60221,9609,3739,1147,2000000-5000000,15.49,0
244870,Electronic Super Joy,2013-08-23,1,Michael Todd Games,Michael Todd Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Platformer;Indie;Great Soundtrack,37,3032,306,242,423,100000-200000,5.49,0
244890,Velocity®Ultra,2013-12-12,1,Curve Digital;FuturLab,Curve Digital,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,31,136,39,0,0,50000-100000,6.49,0
244910,Homesick,2015-05-28,1,Lucky Pause,Lucky Pause,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Atmospheric;Puzzle;Exploration,0,788,218,130,130,20000-50000,10.99,0
244930,SNOW,2019-02-14,1,Poppermost Productions;WastedStudios,Crytek,windows,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;In-App Purchases;Steam Cloud;Steam Leaderboards,Free to Play;Indie;Simulation;Sports,Sports;Free to Play;Multiplayer,33,7235,3754,8180,64,1000000-2000000,0.0,0
244950,Where is my Heart?,2014-05-29,1,Schulenburg Software,Die Gute Fabrik,windows;mac,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Indie;Casual;Adventure,7,123,33,0,0,20000-50000,5.59,0
245170,Skullgirls,2013-08-22,1,Lab Zero Games,Marvelous;Autumn Games,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Fighting;2D Fighter;Indie,16,14298,838,347,276,1000000-2000000,6.99,0
245470,Democracy 3,2013-10-14,1,Positech Games,Positech Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Leaderboards,Indie;Simulation;Strategy,Simulation;Politics;Strategy,42,4492,1596,752,1170,500000-1000000,18.99,0
246070,Hack 'n' Slash,2014-09-09,1,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Full controller support;Steam Workshop;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Hacking,0,412,348,46,46,200000-500000,9.99,0
246090,Spacebase DF-9,2014-10-27,1,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy,Simulation;Space;Sci-fi,0,741,3134,228,228,100000-200000,6.99,0
246110,MASSIVE CHALICE,2015-06-01,1,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Indie;Strategy,Strategy;Turn-Based;Indie,28,1094,449,56,67,200000-500000,14.99,0
246420,Kingdom Rush,2014-01-06,1,Ironhide Game Studio,Ironhide Game Studio,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Tower Defense;Strategy;Indie,72,5101,182,225,253,200000-500000,6.99,0
246620,Plague Inc: Evolved,2016-02-18,1,Ndemic Creations,Ndemic Creations,windows;mac;linux,0,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Casual;Indie;Simulation;Strategy,Strategy;Simulation;Indie,199,20081,1419,585,480,1000000-2000000,11.99,0
246680,Secrets of Rætikon,2014-04-17,1,Broken Rules,Broken Rules,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Workshop;Includes level editor,Action;Adventure;Indie,Indie;Adventure;Action,19,268,156,6,6,100000-200000,6.99,0
246700,Strike Vector,2014-01-28,1,Ragequit Corporation,Ragequit Corporation,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Commentary available,Action;Indie,Action;Multiplayer;Indie,0,1560,756,97,118,100000-200000,8.99,0
246720,Wayward Manor,2014-07-15,1,Moonshark, Inc.,Moonshark, Inc.,windows;mac,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Adventure;Casual;Indie,81,29,50,0,0,0-20000,4.99,0
246740,Huntsman: The Orphanage (Halloween Edition),2013-09-13,1,ShadowShifters,ShadowShifters,windows;mac,0,Single-player,Action;Adventure;Indie,Adventure;Horror;Indie,0,66,159,3,3,100000-200000,6.19,0
246760,Legends of Eisenwald,2015-07-02,1,Aterdux Entertainment,Aterdux Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Adventure;Indie;RPG;Strategy,Strategy;RPG;Medieval,45,1013,298,506,674,100000-200000,14.99,0
246800,BeatBlasters III,2014-02-21,1,Chainsawesome Games,Chainsawesome Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Indie;Action;Rhythm,13,31,46,0,0,20000-50000,6.99,0
246820,Jeklynn Heights,2016-05-25,1,Vex Studios, LLC,Vex Studios, LLC,windows,0,Multi-player,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Adventure,0,14,4,0,0,0-20000,0.0,0
246880,Recruits,2014-07-31,1,QUByte Interactive;Commotion Games Pty Ltd,Commotion Games Pty Ltd,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie;Early Access,Early Access;Action;Indie,0,26,58,1,1,0-20000,6.99,0
246900,Viscera Cleanup Detail,2015-10-23,1,RuneStorm,RuneStorm,windows;mac,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Indie;Simulation,Simulation;Gore;Multiplayer,85,6753,580,589,580,500000-1000000,9.99,0
246920,Bombernauts,2017-12-29,1,Eyebrow Interactive,Eyebrow Interactive,windows;mac;linux,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Action;Indie,Action;Indie;Multiplayer,9,113,10,0,0,20000-50000,6.99,0
246940,Lords of the Black Sun,2014-09-12,1,Arkavi Studios,Iceberg Interactive,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;4X;Space,14,76,292,0,0,20000-50000,22.99,0
