appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,label
251270,Corpse Party,2016-04-25,1,GrisGris,XSEED Games;Marvelous USA, Inc.,windows;linux,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Horror;Anime;Adventure,17,459,39,0,0,20000-50000,10.99,0
251310,Eleusis,2013-10-16,1,Nocturnal works,Nocturnal works,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Horror,0,130,99,208,208,20000-50000,9.99,0
251370,Escape Goat,2013-10-09,1,MagicalTimeBean,MagicalTimeBean,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Includes level editor,Action;Indie,Indie;Puzzle;Platformer,16,566,15,0,0,20000-50000,3.99,0
251410,Dark Matter,2013-10-17,1,InterWave Studios,Iceberg Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Side Scroller,17,78,107,0,0,0-20000,6.99,0
251430,The Inner World,2013-09-27,1,Studio Fizbin,Headup,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Point & Click;Indie,23,570,51,0,0,100000-200000,11.99,0
251470,TowerFall Ascension,2014-03-11,1,Matt Thorson,Matt Makes Games Inc.,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Indie,Local Multiplayer;Indie;Action,30,1906,125,337,340,200000-500000,10.99,0
251490,Gravity Ghost,2015-01-26,1,Ivy Games,Ivy Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,Indie,Indie;Great Soundtrack;Female Protagonist,19,253,8,0,0,0-20000,10.99,0
251510,Constant C,2014-03-11,1,International Games System, Co., LTD.,International Games System, Co., LTD.,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Puzzle;Casual,15,44,7,0,0,20000-50000,6.99,0
251570,7 Days to Die,2013-12-13,1,The Fun Pimps,The Fun Pimps Entertainment LLC,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Includes level editor,Nudity;Violent;Gore;Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Survival;Zombies,43,60718,16905,2953,574,2000000-5000000,18.99,0
251630,The Impossible Game,2014-05-08,1,Grip Games,FlukeDude,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Includes level editor,Indie,Indie;Great Soundtrack;Difficult,12,919,155,0,0,50000-100000,3.99,0
251690,Speedball 2 HD,2013-12-05,1,Vivid Games,Mastertronic,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats,Action;Indie;Sports,Sports;Action;Indie,22,345,186,91,121,100000-200000,6.99,0
251710,Chainsaw Warrior,2013-10-07,1,Auroch Digital,Auroch Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Adventure;Indie;RPG;Strategy,Strategy;Board Game;RPG,23,176,148,141,223,100000-200000,3.99,0
251730,Legend of Grimrock 2,2014-10-15,1,Almost Human Games,Almost Human Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Adventure;Indie;RPG,RPG;Dungeon Crawler;Adventure,60,2075,215,951,1191,200000-500000,17.99,0
251830,Stick it to The Man!,2013-12-13,1,Zoink Games,Ripstone,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Adventure;Indie;Action,16,546,27,0,0,20000-50000,5.99,0
251850,Master Reboot,2013-10-29,1,Wales Interactive,Wales Interactive,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Adventure;Indie;Horror,20,465,150,173,173,50000-100000,11.99,0
251890,World of Diving,2014-08-26,1,Vertigo Games,Vertigo Games,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Includes level editor,Adventure;Indie;Simulation;Early Access,Early Access;Simulation;Adventure,13,349,264,693,1352,20000-50000,14.99,0
251910,Solar Flux,2013-10-24,1,Firebrand Games,Firebrand Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Strategy,Indie;Strategy;Puzzle,32,217,69,135,201,100000-200000,6.99,0
251950,WWII Online,2017-09-05,1,Cornered Rat Software,Cornered Rat Software,windows;mac,0,Single-player;Online Multi-Player;MMO;Online Co-op,Action;Free to Play;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access,Early Access;World War II;Free to Play,0,905,1300,10,10,200000-500000,0.0,0
251990,Long Live The Queen,2013-11-08,1,Hanako Games,Hanako Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;RPG;Simulation;Strategy,Visual Novel;Anime;Female Protagonist,45,5656,305,350,397,200000-500000,6.99,0
252010,Oniken: Unstoppable Edition,2014-02-05,1,JoyMasher,JoyMasher,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Retro;Platformer;Action,32,589,123,294,295,100000-200000,3.99,0
252030,Valdis Story: Abyssal City,2013-10-30,1,Endlessfluff Games,Endlessfluff Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,Metroidvania;Action;RPG,77,1934,345,1234,2353,100000-200000,10.99,0
252070,Gimbal,2013-11-19,1,8888888 LABS,8888888 LABS,windows,0,Multi-player;Partial Controller Support,Action;Indie,Indie;Action;Space,0,153,48,0,0,20000-50000,7.19,0
252090,Lacuna Passage,2017-05-17,1,Candescent Games,Candescent Games,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Indie;Simulation;Early Access,Early Access;Simulation;Indie,24,63,16,0,0,0-20000,11.39,0
252110,Lovers in a Dangerous Spacetime,2015-09-09,1,Asteroid Base,Asteroid Base,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Simulation,Local Co-Op;Action;Co-op,28,1870,105,249,249,200000-500000,10.99,0
252130,Divide By Sheep,2015-07-02,1,Victor Solodilov;Denis Novikov,tinyBuild,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Casual;Indie;Puzzle,19,713,49,140,140,100000-200000,3.99,0
252250,Maia,2018-11-23,1,Simon Roth,Machine Studios,windows;mac;linux,0,Single-player,Indie;Simulation;Strategy,Strategy;Simulation;Sci-fi,0,462,463,19,19,50000-100000,17.98,0
252270,Zombie Tycoon 2: Brainhov's Revenge,2013-12-09,1,Frima Studio,Frima Studio,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Strategy;Action;Indie,37,166,89,133,133,50000-100000,3.99,0
252290,Elegy for a Dead World,2014-12-10,1,Dejobaan Games, LLC;Popcannibal,Dejobaan Games, LLC,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Stats,Adventure;Indie,Indie;Adventure;Story Rich,3,173,89,3,3,50000-100000,10.99,0
252310,Syder Arcade,2013-10-24,1,Studio Evil,Studio Evil,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Shoot 'Em Up;Indie;Action,40,533,92,173,173,100000-200000,6.99,0
252330,Slender: The Arrival,2013-10-28,1,Blue Isle Studios,Blue Isle Studios,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,Horror;First-Person;Survival Horror,21,4468,578,46,46,200000-500000,6.99,0
252350,Double Dragon: Neon,2014-02-06,1,WayForward;Abstraction Games,Midnight City;Majesco Entertainment,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Beat 'em up;Co-op;Great Soundtrack,29,1520,449,182,198,100000-200000,6.99,0
252390,DwarfCorp,2019-02-01,1,Completely Fair Games LLC,Completely Fair Games LLC,windows;mac;linux,0,Single-player,Indie;Simulation;Strategy,Strategy;Simulation;Indie,0,68,43,0,0,0-20000,14.99,0
252410,SteamWorld Dig,2013-12-05,1,Image & Form Games,Image & Form Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Platformer;Mining;Steampunk,24,4095,311,169,250,500000-1000000,6.99,0
252430,Dusty Revenge:Co-Op Edition,2014-02-17,1,PD Design Studio,PD Design Studio,windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Beat 'em up;Platformer,18,70,100,0,0,50000-100000,10.99,0
252450,StarDrive 2,2015-04-09,1,Zero Sum Games,Iceberg Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;Space;Sci-fi,34,967,758,833,833,50000-100000,22.99,0
252470,Space Pirates And Zombies 2,2017-11-07,1,MinMax Games Ltd.,MinMax Games Ltd.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Adventure;Indie;RPG;Simulation;Strategy,Space;Strategy;Action,42,1667,437,1244,1244,100000-200000,14.99,0
252490,Rust,2018-02-08,1,Facepunch Studios,Facepunch Studios,windows;mac,18,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Valve Anti-Cheat enabled;Stats,Action;Adventure;Indie;Massively Multiplayer;RPG,Survival;Crafting;Multiplayer,48,220370,53709,9352,2234,5000000-10000000,27.79,0
252550,Qbeh-1: The Atlas Cube,2014-05-15,1,Liquid Flower,Digital Tribe,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;VR Support;Steam Workshop;Partial Controller Support;Includes level editor,Adventure;Casual;Indie,Puzzle;Indie;Casual,17,515,67,0,0,20000-50000,7.19,0
252570,Depths of Fear :: Knossos,2014-04-24,1,Dirigo Games,Digital Tribe,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,Indie;Adventure;Action,13,258,140,0,0,20000-50000,4.79,0
252610,Death Road to Canada,2016-07-21,1,Rocketcat Games;Madgarden,Rocketcat Games,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;RPG,Pixel Graphics;Zombies;Action,72,3307,234,1139,1796,200000-500000,10.99,0
252630,Eldritch Reanimated,2013-10-21,1,Minor Key Games,Minor Key Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;RPG,Rogue-like;Lovecraftian;Indie,15,1556,210,186,303,200000-500000,9.99,0
252670,Nihilumbra,2013-10-25,1,BeautiFun Games,BeautiFun Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Indie;Platformer;Adventure,24,2268,272,260,260,200000-500000,4.99,0
252690,Fantasy Grounds,2014-05-09,1,SmiteWorks USA, LLC,SmiteWorks USA, LLC,windows;mac,0,Multi-player;Co-op;Cross-Platform Multiplayer,Indie;RPG;Strategy,RPG;Strategy;Software,0,377,100,43074,86148,20000-50000,29.99,0
252730,YOU DON'T KNOW JACK Vol. 1 XL,2013-11-05,1,Jackbox Games, Inc.,Jackbox Games, Inc.,windows,0,Single-player;Multi-player,Casual;Indie,Casual;Indie;Comedy,0,95,35,0,0,50000-100000,1.99,0
252750,MouseCraft,2014-07-08,1,Crunching Koalas,Crunching Koalas,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Adventure;Casual;Indie;Strategy,Indie;Casual;Puzzle,23,210,25,0,0,20000-50000,6.99,0
252830,Claire,2014-07-07,1,Hailstorm Games,Hailstorm Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Horror;Indie;Adventure,16,217,94,0,0,50000-100000,6.99,0
252870,PULSAR: Lost Colony,2015-09-15,1,Leafy Games,Leafy Games,windows;mac;linux,0,Single-player;Co-op;Online Co-op;Cross-Platform Multiplayer;Partial Controller Support,Action;Adventure;Indie;Simulation;Early Access,Early Access;Space;Co-op,0,1989,212,1159,1446,100000-200000,19.49,0
252950,Rocket League®,2015-07-07,1,Psyonix, Inc.,Psyonix, Inc.,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats,Action;Indie;Racing;Sports,Multiplayer;Racing;Soccer,88,242561,21816,5825,1462,5000000-10000000,14.99,0
252970,McDROID,2014-09-05,1,Elefantopia,Elefantopia,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Strategy,Strategy;Action;Indie,24,100,31,0,0,0-20000,6.99,0
253030,Race The Sun,2013-12-09,1,Flippfly LLC,Flippfly LLC,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Indie;Racing,Racing;Indie;Singleplayer,25,5258,343,172,219,500000-1000000,6.99,0
253110,The Cat Lady,2013-12-04,1,Harvester Games,Screen 7,windows,18,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Horror;Story Rich;Indie,25,3446,246,229,229,100000-200000,7.19,0
253150,Halfway,2014-07-22,1,Robotality,Chucklefish,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Action;Indie;RPG;Strategy,RPG;Strategy;Turn-Based,27,429,123,430,430,20000-50000,9.99,0
253230,A Hat in Time,2017-10-05,1,Gears for Breakfast,Gears for Breakfast,windows;mac,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Stats;Includes level editor,Adventure;Indie,3D Platformer;Cute;Female Protagonist,37,14019,292,377,376,200000-500000,22.99,0
253250,Stonehearth,2018-07-25,1,Radiant Entertainment,(none),windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Trading Cards;Steam Workshop,Indie;Simulation;Strategy,City Builder;Building;Sandbox,0,5242,1719,644,1259,200000-500000,15.49,0
253290,FOTONICA,2014-11-06,1,Santa Ragione,Santa Ragione,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Action;Indie,Indie;Action;First-Person,20,598,82,432,432,50000-100000,10.99,0
253330,Neverending Nightmares,2014-09-26,1,Infinitap Games,Infinitap Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Adventure;Indie,Horror;Psychological Horror;Indie,4,1505,517,248,248,100000-200000,10.99,0
253390,Hot Tin Roof: The Cat That Wore A Fedora,2015-02-20,1,Glass Bottom Games,Glass Bottom Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Adventure;Indie;RPG,Adventure;Noir;Indie,31,111,59,247,247,100000-200000,10.99,0
253410,Ravensword: Shadowlands,2013-12-06,1,Crescent Moon Games,Crescent Moon Games,windows;mac;linux,0,Single-player,Action;Adventure;Indie;RPG,RPG;Adventure;Action,0,221,236,0,0,100000-200000,4.99,0
253430,CastleMiner Z,2014-02-03,1,DigitalDNA Games LLC,DigitalDNA Games LLC,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements,Violent;Action;Adventure;Indie,Survival;Multiplayer;Zombies,31,4478,1831,192,263,200000-500000,2.79,0
253510,WARMACHINE: Tactics,2014-11-20,1,WhiteMoon Dreams,Privateer Press Interactive,windows,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Indie;Strategy,Strategy;Turn-Based;Turn-Based Strategy,121,459,560,273,273,100000-200000,0.0,0
253570,Gentlemen!,2013-11-05,1,Lucky Frame,Blazing Griffin,windows;mac;linux,0,Shared/Split Screen;Steam Trading Cards;Partial Controller Support,Action;Indie,Indie;Action;Local Multiplayer,0,50,83,8,8,20000-50000,3.99,0
253610,Wrack,2014-09-30,1,Final Boss Entertainment,Final Boss Entertainment,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie,FPS;Indie;Action,69,371,137,48,78,50000-100000,6.99,0
253690,Tiny Brains,2013-12-11,1,Spearhead Games,Spearhead Games,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie,Casual;Indie;Adventure,12,337,94,132,132,50000-100000,7.19,0
253750,Ikaruga,2014-02-18,1,Treasure,Treasure,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Bullet Hell;Shoot 'Em Up;Arcade,25,1398,70,454,482,100000-200000,6.99,0
253790,rymdkapsel,2014-01-30,1,grapefrukt games,grapefrukt games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Strategy,Strategy;Indie;Singleplayer,10,168,36,495,495,0-20000,5.59,0
253840,Shantae: Half-Genie Hero,2016-12-20,1,WayForward,WayForward,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Female Protagonist;Platformer;Great Soundtrack,65,1704,160,309,416,100000-200000,14.99,0
254200,FortressCraft Evolved!,2015-11-09,1,ProjectorGames,Digital Tribe,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;VR Support;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards;Includes level editor,Adventure;Casual;Indie;RPG;Simulation;Strategy,Sandbox;Crafting;Building,86,1775,622,2902,2902,100000-200000,9.99,0
254320,Duskers,2016-05-18,1,Misfits Attic,Misfits Attic,windows;mac;linux,0,Single-player,Indie;Strategy,Strategy;Sci-fi;Indie,0,946,122,0,0,50000-100000,14.99,0
254440,Pool Nation,2013-10-18,1,Cherry Pop Games,Cherry Pop Games,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Casual;Indie;Simulation;Sports;Strategy,Sports;Simulation;Pool,20,2295,253,1047,1047,200000-500000,5.19,0
254590,Theme Park Studio,2016-12-02,1,Pantera Entertainment,Pantera Entertainment,windows,0,Single-player,Indie;Simulation,Simulation;Indie;Sandbox,0,222,244,0,0,0-20000,22.99,0
255070,Abyss Odyssey,2014-07-15,1,ACE Team,SEGA,windows,16,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Action;Platformer;Indie,17,1349,816,173,256,200000-500000,10.99,0
255280,1954 Alcatraz,2014-03-11,1,Daedalic Entertainment;Irresponsible Games,Daedalic Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Point & Click;Indie,25,695,259,232,427,100000-200000,6.99,0
255300,Journey of a Roach,2013-11-04,1,Koboldgames;Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Point & Click;Indie,18,1022,142,280,487,100000-200000,5.99,0
255320,Edna & Harvey: The Breakout,2013-10-25,1,Daedalic Entertainment,Daedalic Entertainment,windows,0,Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available,Adventure;Indie,Point & Click;Adventure;Indie,18,767,162,186,221,200000-500000,11.99,0
255340,Escape Goat 2,2014-03-24,1,MagicalTimeBean,Double Fine Presents,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Casual;Indie,Indie;Platformer;Puzzle,16,300,9,0,0,50000-100000,6.99,0
255370,KickBeat Steam Edition,2014-01-20,1,Zen Studios,Zen Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Music;Action;Indie,42,474,251,195,201,100000-200000,6.99,0
256010,Jagged Alliance Flashback,2014-10-21,1,Full Control,Full Control;THQ Nordic,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Workshop;Includes level editor,Indie;RPG;Strategy,Strategy;Turn-Based;RPG,24,316,374,269,269,20000-50000,14.99,0
256030,Shadows: Heretic Kingdoms,2014-11-20,1,Games Farm,Kalypso Media Digital,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Indie;RPG,RPG;Hack and Slash;Story Rich,18,227,135,0,0,20000-50000,29.99,0
256460,Cosmic Star Heroine,2017-04-11,1,Zeboyd Games,Zeboyd Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;RPG,RPG;Indie;Sci-fi,33,383,42,283,302,20000-50000,10.99,0
257030,Project Nimbus,2017-09-26,1,GameCrafterTeam,KISS ltd;GameTomo,windows;mac,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Indie,Mechs;Action;Indie,0,888,127,187,187,20000-50000,15.49,0
257050,Darkout,2013-12-04,1,Allgraf,KISS ltd,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,Sandbox;Indie;Crafting,36,409,388,270,283,100000-200000,9.99,0
257120,Not The Robots,2013-12-12,1,2DArray,tinyBuild,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Stealth;Indie;Strategy,15,428,108,107,124,100000-200000,6.99,0
257170,Rebuild 3: Gangs of Deadsville,2015-05-29,1,Northway Games;Sarah Northway,Northway Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Indie;Simulation;Strategy,Strategy;Zombies;Simulation,42,928,163,6704,6704,100000-200000,10.99,0
257510,The Talos Principle,2014-12-11,1,Croteam,Devolver Digital;Croteam,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie,Puzzle;First-Person;Sci-fi,40,17237,785,230,186,1000000-2000000,29.99,0
257630,Blast Em!,2014-01-22,1,Xiotex Studios Ltd,Xiotex Studios Ltd,windows;mac,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,23,134,152,0,0,50000-100000,0.79,0
257670,Elder Sign: Omens,2013-11-27,1,Fantasy Flight Publishing, Inc.,Fantasy Flight Publishing, Inc.,windows;mac;linux,0,Single-player;Steam Trading Cards,Casual;Indie;Strategy,Board Game;Lovecraftian;Strategy,0,190,54,0,0,0-20000,4.79,0
257690,J.U.L.I.A.: Among the Stars,2014-09-12,1,CBE Software s.r.o.,CBE Software s.r.o.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Adventure;Indie,Adventure;Indie;Point & Click,40,609,102,1,1,20000-50000,14.99,0
257710,Max Gentlemen,2014-08-21,1,The Men Who Wear Many Hats,The Men Who Wear Many Hats,windows;mac;linux,0,Single-player;Cross-Platform Multiplayer;Full controller support,Casual;Free to Play;Indie,Free to Play;Indie;Casual,0,805,117,49,63,100000-200000,0.0,0
257730,Infinity Wars: Animated Trading Card Game,2014-09-05,1,Lightmare Studios,Lightmare Studios;Yodo1 Games,windows;mac,0,Single-player;Multi-player;Online Multi-Player;MMO;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Indie;Massively Multiplayer;Strategy,Free to Play;Trading Card Game;Card Game,0,2619,690,153,170,500000-1000000,0.0,0
257750,Bloody Trapland,2013-11-18,1,2Play,2Play,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Stats;Includes level editor,Action;Adventure;Casual;Indie,Platformer;Co-op;Indie,29,2489,497,207,286,500000-1000000,6.99,0
257770,Signal Ops,2013-11-18,1,Space Bullet Dynamics Corporation,Space Bullet Dynamics Corporation,windows;linux,0,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Strategy;Indie;Action,48,49,34,0,0,0-20000,7.19,0
257790,Riptide GP2,2014-03-07,1,Vector Unit,Vector Unit,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie;Racing;Simulation;Sports,Racing;Sports;Action,29,337,46,0,0,20000-50000,4.99,0
257830,Violett Remastered,2013-12-13,1,Forever Entertainment S. A.,Forever Entertainment S. A.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Point & Click,21,447,259,74,112,100000-200000,6.99,0
257850,Hyper Light Drifter,2016-03-31,1,Heart Machine,Heart Machine,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie;RPG,Pixel Graphics;Great Soundtrack;Atmospheric,23,11027,721,275,354,500000-1000000,14.99,0
257870,Eschalon: Book III,2014-02-14,1,Basilisk Games,Basilisk Games,windows;mac;linux,0,Single-player,Adventure;Indie;RPG,RPG;Indie;Adventure,0,44,14,0,0,20000-50000,6.99,0
257970,Loren The Amazon Princess,2014-01-15,1,Winter Wolves,Winter Wolves,windows;mac;linux,18,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;RPG,Visual Novel;RPG;Indie,40,388,92,392,392,50000-100000,14.99,0
257990,Oozi: Earth Adventure,2013-12-05,1,Awesome Games Studio,Awesome Games Studio,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie,Indie;Casual;Platformer,35,574,99,194,194,50000-100000,3.99,0
